scenario,day30_burnout_count_mean,day30_burnout_count_std,day30_burnout_count_ci95_low,day30_burnout_count_ci95_high,peak_burnout_count_days_1_30_mean,peak_burnout_count_days_1_30_std,peak_burnout_count_days_1_30_ci95_low,peak_burnout_count_days_1_30_ci95_high,ever_burnout_count_days_1_30_mean,ever_burnout_count_days_1_30_std,ever_burnout_count_days_1_30_ci95_low,ever_burnout_count_days_1_30_ci95_high,severe_agent_days_mean,severe_agent_days_std,severe_agent_days_ci95_low,severe_agent_days_ci95_high,persistent_burnout_3day_count_mean,persistent_burnout_3day_count_std,persistent_burnout_3day_count_ci95_low,persistent_burnout_3day_count_ci95_high,consecutive_burnout_2day_count_mean,consecutive_burnout_2day_count_std,consecutive_burnout_2day_count_ci95_low,consecutive_burnout_2day_count_ci95_high,severe_stress_burden_mean,severe_stress_burden_std,severe_stress_burden_ci95_low,severe_stress_burden_ci95_high,day30_p90_stress_mean,day30_p90_stress_std,day30_p90_stress_ci95_low,day30_p90_stress_ci95_high,day30_p95_stress_mean,day30_p95_stress_std,day30_p95_stress_ci95_low,day30_p95_stress_ci95_high,day30_top10pct_mean_stress_mean,day30_top10pct_mean_stress_std,day30_top10pct_mean_stress_ci95_low,day30_top10pct_mean_stress_ci95_high,days_1_30_p95_stress_mean,days_1_30_p95_stress_std,days_1_30_p95_stress_ci95_low,days_1_30_p95_stress_ci95_high
Baseline,0.16666666666666666,0.3790490217894517,0.03102571623889136,0.302307617094442,0.4666666666666667,0.507416263404925,0.28509008877225117,0.6482432445610822,0.4666666666666667,0.507416263404925,0.28509008877225117,0.6482432445610822,3.6666666666666665,5.6710598251323265,1.6373039710916317,5.696029362241701,0.36666666666666664,0.4901325178535609,0.1912749976858034,0.5420583356475299,0.36666666666666664,0.4901325178535609,0.1912749976858034,0.5420583356475299,0.6027523631511883,1.1027482277291778,0.20813897782812674,0.9973657484742499,65.34182168833605,0.8682123082762759,65.03113590391764,65.65250747275446,68.64369943172075,0.5781674156504482,68.43680487915083,68.85059398429067,69.66117116055749,0.7353321764320668,69.3980359206339,69.92430640048107,67.7099719484972,0.6722632161727726,67.46940564615238,67.95053825084202
Intervention,0.13333333333333333,0.34574590364176044,0.009609750681461485,0.2570569159852052,0.4666666666666667,0.507416263404925,0.28509008877225117,0.6482432445610822,0.4666666666666667,0.507416263404925,0.28509008877225117,0.6482432445610822,3.466666666666667,5.431284431394902,1.5231064937896166,5.410226839543717,0.36666666666666664,0.4901325178535609,0.1912749976858034,0.5420583356475299,0.36666666666666664,0.4901325178535609,0.1912749976858034,0.5420583356475299,0.5476400023343226,1.0142899677588826,0.18468099880840727,0.910599005860238,64.8825506130938,0.7724785067085628,64.6061227295965,65.15897849659109,67.57630004140272,0.6741774036929892,67.33504875585095,67.81755132695449,68.87539759451128,0.76955031342202,68.60001755152429,69.15077763749828,66.85138421625022,0.45825852055659927,66.68739851071673,67.01536992178372
