scenario,day30_burnout_count_mean,day30_burnout_count_std,day30_burnout_count_ci95_low,day30_burnout_count_ci95_high,peak_burnout_count_days_1_30_mean,peak_burnout_count_days_1_30_std,peak_burnout_count_days_1_30_ci95_low,peak_burnout_count_days_1_30_ci95_high,ever_burnout_count_days_1_30_mean,ever_burnout_count_days_1_30_std,ever_burnout_count_days_1_30_ci95_low,ever_burnout_count_days_1_30_ci95_high,severe_agent_days_mean,severe_agent_days_std,severe_agent_days_ci95_low,severe_agent_days_ci95_high,persistent_burnout_3day_count_mean,persistent_burnout_3day_count_std,persistent_burnout_3day_count_ci95_low,persistent_burnout_3day_count_ci95_high,consecutive_burnout_2day_count_mean,consecutive_burnout_2day_count_std,consecutive_burnout_2day_count_ci95_low,consecutive_burnout_2day_count_ci95_high,severe_stress_burden_mean,severe_stress_burden_std,severe_stress_burden_ci95_low,severe_stress_burden_ci95_high,day30_p90_stress_mean,day30_p90_stress_std,day30_p90_stress_ci95_low,day30_p90_stress_ci95_high,day30_p95_stress_mean,day30_p95_stress_std,day30_p95_stress_ci95_low,day30_p95_stress_ci95_high,day30_top10pct_mean_stress_mean,day30_top10pct_mean_stress_std,day30_top10pct_mean_stress_ci95_low,day30_top10pct_mean_stress_ci95_high,days_1_30_p95_stress_mean,days_1_30_p95_stress_std,days_1_30_p95_stress_ci95_low,days_1_30_p95_stress_ci95_high
Baseline,0.9666666666666667,0.18257418583505536,0.9013333333333333,1.032,1.3,0.466091599699399,1.1332112630942346,1.4667887369057655,2.2,0.5508613944197478,2.0028767816354685,2.397123218364532,21.5,6.447399903623272,19.192827575212213,23.807172424787787,1.2333333333333334,0.43018306715207627,1.0793942997725114,1.3872723668941553,1.2333333333333334,0.43018306715207627,1.0793942997725114,1.3872723668941553,100.10597583746653,26.755638240430418,90.53159365570858,109.68035801922449,70.30486707975302,0.7996069245163373,70.018731416619,70.59100274288704,73.22162178824753,0.7073802373466734,72.96848902126516,73.47475455522991,74.44793471249199,0.7470623107764252,74.18060189790219,74.71526752708178,72.39753218340792,0.6092959007352333,72.17949844550955,72.61556592130628
Intervention,0.9666666666666667,0.18257418583505536,0.9013333333333333,1.032,1.0333333333333334,0.1825741858350553,0.9680000000000002,1.0986666666666667,1.9666666666666666,0.41384099339733366,1.8185755690946768,2.1147577642386564,19.833333333333332,4.756725426342075,18.131161000300924,21.53550566636574,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,97.8882661684695,25.58096955464037,88.73423377742228,107.04229855951672,69.68882391548918,0.880173826297764,69.37385775681909,70.00379007415927,72.09176767932995,0.9201361042773988,71.76250120314201,72.42103415551789,73.63276206902431,0.8011578100813409,73.34607142861836,73.91945270943026,71.33774257271516,0.4449233213201385,71.178528806943,71.49695633848731
