scenario,day,stress_mean,stress_std,usage_mean,usage_std,burnout_mean,burnout_std
Baseline,0,49.75,0.0,273.5527063719228,0.0,19.0,0.0
Baseline,1,38.25004293111303,0.21679254661316863,266.510525521345,2.4194001306879964,0.0,0.0
Baseline,2,34.4892182918891,0.39255183507628033,260.1955112269671,3.8468579815511768,0.0,0.0
Baseline,3,32.8386505085477,0.48067981181141267,254.83638023577868,4.398446476540145,0.0,0.0
Baseline,4,32.032330447365965,0.4791830921966523,251.7800970576943,4.0091492558437025,0.0,0.0
Baseline,5,31.65352003659133,0.5452067258086092,250.71366763249682,5.026052853477229,0.0,0.0
Baseline,6,31.419556971169918,0.6473624769334172,249.8289071193276,5.552510994226603,0.0,0.0
Baseline,7,31.3824835645397,0.6630570334062812,250.72752724500745,5.400814802524592,0.03333333333333333,0.18257418583505536
Baseline,8,31.393628773864336,0.7064161786718951,251.44410705590695,5.811303401746322,0.03333333333333333,0.18257418583505536
Baseline,9,31.475873191730816,0.7876925180084848,252.9186441847624,6.46522997879793,0.0,0.0
Baseline,10,31.602082716088866,0.7581649476423593,254.60274156339744,5.799398211185778,0.23333333333333334,0.4301830671520763
Baseline,11,31.76027837692551,0.8329176096361319,256.49031462242624,6.547795600199864,0.23333333333333334,0.4301830671520764
Baseline,12,31.953764438068387,0.8267651854493284,258.59956567116836,6.391075902913595,0.2,0.40683810217248617
Baseline,13,32.16180621975427,0.7790324110371107,260.74862599473585,5.865755530227086,0.23333333333333334,0.4301830671520763
Baseline,14,32.46345087003313,0.7890266747462092,263.83520410218733,6.1423874997613686,0.23333333333333334,0.4301830671520763
Baseline,15,32.68717550990445,0.7735309927094869,265.7729713764315,5.9927688660997855,0.3,0.46609159969939906
Baseline,16,33.01200925133657,0.8249434533211119,269.01854772078235,6.758175605425862,0.13333333333333333,0.3457459036417604
Baseline,17,33.27729521817026,0.8367124008102773,271.22414518887956,6.77079449835082,0.16666666666666666,0.3790490217894517
Baseline,18,33.638398825018704,0.7962746401743819,274.5497899700266,6.329705049393313,0.1,0.30512857662936466
Baseline,19,33.837759081186476,0.8188927460835418,275.92480335458634,6.76664285890313,0.16666666666666666,0.3790490217894517
Baseline,20,34.10031162798644,0.8629173061490407,278.35720993344444,7.238392274737083,0.16666666666666666,0.3790490217894517
Baseline,21,34.331009655325325,0.8624915972221083,280.2930571166566,7.06442219738287,0.1,0.30512857662936466
Baseline,22,34.483691682177145,0.916074056172838,281.43632037639225,7.665105437496734,0.2,0.40683810217248617
Baseline,23,34.65047307970943,0.9054011758508685,283.022218737484,7.450813404936946,0.13333333333333333,0.3457459036417604
Baseline,24,34.75815118651123,0.8834159509087681,283.78270514753706,7.359127606157333,0.13333333333333333,0.34574590364176044
Baseline,25,34.86261748802534,0.8231476373838245,284.7495374571267,6.699127491019111,0.1,0.30512857662936466
Baseline,26,34.954997561379834,0.8405452033878258,285.48141530170835,7.085358444781916,0.2,0.40683810217248617
Baseline,27,35.10875109674479,0.8203022323305178,286.9722049873361,6.716790969290427,0.16666666666666666,0.3790490217894517
Baseline,28,35.152504703203704,0.8403204124958188,287.10615469826223,6.950783418895704,0.13333333333333333,0.3457459036417604
Baseline,29,35.17282923565173,0.8554178364237318,287.2288206069859,7.090366892907269,0.1,0.3051285766293647
Baseline,30,35.22935718019216,0.7780955337503761,287.846542981306,6.255106143158492,0.16666666666666666,0.3790490217894517
Intervention,0,49.75,0.0,273.5527063719228,0.0,19.0,0.0
Intervention,1,38.25004293111303,0.21679254661316863,266.510525521345,2.4194001306879964,0.0,0.0
Intervention,2,34.4892182918891,0.39255183507628033,260.1955112269671,3.8468579815511768,0.0,0.0
Intervention,3,32.8386505085477,0.48067981181141267,254.83638023577868,4.398446476540145,0.0,0.0
Intervention,4,32.032330447365965,0.4791830921966523,251.7800970576943,4.0091492558437025,0.0,0.0
Intervention,5,31.65352003659133,0.5452067258086092,250.71366763249682,5.026052853477229,0.0,0.0
Intervention,6,31.419556971169918,0.6473624769334172,249.8289071193276,5.552510994226603,0.0,0.0
Intervention,7,31.3824835645397,0.6630570334062812,250.72752724500745,5.400814802524592,0.03333333333333333,0.18257418583505536
Intervention,8,31.393628773864336,0.7064161786718951,251.44410705590695,5.811303401746322,0.03333333333333333,0.18257418583505536
Intervention,9,31.475873191730816,0.7876925180084848,252.9186441847624,6.46522997879793,0.0,0.0
Intervention,10,31.602082716088866,0.7581649476423593,254.60274156339744,5.799398211185778,0.23333333333333334,0.4301830671520763
Intervention,11,30.530173267299293,0.7339612206350782,250.96557907971072,6.089500881951183,0.23333333333333334,0.4301830671520764
Intervention,12,30.243440329258767,0.6900382783707565,250.29229022640976,5.714182896834374,0.2,0.40683810217248617
Intervention,13,30.227014884673288,0.6423576446271266,250.97227214894656,5.280921584054295,0.23333333333333334,0.4301830671520763
Intervention,14,30.41253552165423,0.6890184241293434,253.1879403694238,5.858849890974828,0.2,0.40683810217248617
Intervention,15,30.580954276803244,0.7208381700484771,254.75200932712954,5.991150380506171,0.3,0.46609159969939906
Intervention,16,30.858814699094346,0.7700980260553539,257.547390495474,6.527646115634017,0.13333333333333333,0.3457459036417604
Intervention,17,31.073394379702698,0.7838274531813644,259.33088949843994,6.583458488424076,0.16666666666666666,0.3790490217894517
Intervention,18,31.395653862015983,0.7641600035203893,262.3977618062752,6.3474939047528265,0.06666666666666667,0.2537081317024624
Intervention,19,31.573420814201008,0.8054252895312182,263.6512829916976,6.894428049426756,0.16666666666666666,0.3790490217894517
Intervention,20,31.805089870136392,0.8426603406832314,265.8329441510776,7.135244362561919,0.16666666666666666,0.3790490217894517
Intervention,21,32.01442253339662,0.8322373349871195,267.65078676227756,6.974204930296256,0.1,0.30512857662936466
Intervention,22,32.16823649458037,0.8887603025467096,268.8429967035328,7.596630762458589,0.2,0.40683810217248617
Intervention,23,32.347003530732536,0.9030743800600246,270.47710380644395,7.603651541879514,0.13333333333333333,0.3457459036417604
Intervention,24,32.45235138823601,0.8994205214804915,271.159072676501,7.585246544556628,0.1,0.30512857662936466
Intervention,25,32.54439049661089,0.8191617204830991,271.9684154892839,6.716525714386931,0.1,0.30512857662936466
Intervention,26,32.63344244714365,0.8118890781517493,272.7222068050362,6.927965757571213,0.16666666666666666,0.3790490217894517
Intervention,27,32.79270330346001,0.7965714796403638,274.25277071855663,6.685102041724493,0.16666666666666666,0.3790490217894517
Intervention,28,32.844593055593414,0.8094136487267405,274.4499809070334,6.873988586733117,0.1,0.3051285766293647
Intervention,29,32.875757825348096,0.8175246849480132,274.6511544089577,6.970898172518192,0.1,0.3051285766293647
Intervention,30,32.936298472047135,0.7680278244316546,275.28418946610583,6.397857354049543,0.13333333333333333,0.3457459036417604
